text,full_text,reply_count,retweet_count,favorite_count,source,created_at,entities,quote_count,quoted_status,id
"RT @Mohdfaour89: (THREAD)

The issue with an indirect haircut on high net-worth deposits via a freeze on interest rates for X number of yea…",,0,0,0,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tue Nov 19 21:25:30 +0000 2019,{},0,{},1196902343486443521
"انعدام السيولة خلى الناس تنزل عالشارع
انعدام الدولار خلاه يعلى مقابل الليرة

يااا عااالم تركيا وقفو التعامل بالدولار في جميع اقطاب ومرافق البلد الى أن نخفض سعرو ونحنا بعدنا راكدين ورااه

وقفوا التعامل بالدولار وقفوا التعامل بالدولار🗣️🗣️

#يوميات_ثورة
#يسقط_حكم_المصرف
#لبنان_ينتفض","انعدام السيولة خلى الناس تنزل عالشارع
انعدام الدولار خلاه يعلى مقابل الليرة

يااا عااالم تركيا وقفو التعامل بالدولار في جميع اقطاب ومرافق البلد الى أن نخفض سعرو ونحنا بعدنا راكدين ورااه

وقفوا التعامل بالدولار وقفوا التعامل بالدولار🗣️🗣️

#يوميات_ثورة
#يسقط_حكم_المصرف
#لبنان_ينتفض",,0,1,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 28 20:55:50 +0000 2019,{},,,1200156367778189313
"حسب تقديرات صندوق النقد الدولي، لبنان(اذا ضل في بلد) رح يدفع ٥٠٪ من موازنة ٢٠٢٠ لسداد الدين.
يعني اي حل لا يتضمن الغاء الدين (اقله المحلي البالغ ٦٣٪من مجمل الدين) هو حكي فاضي.
#يسقط_حكم_المصرف","حسب تقديرات صندوق النقد الدولي، لبنان(اذا ضل في بلد) رح يدفع ٥٠٪ من موازنة ٢٠٢٠ لسداد الدين.
يعني اي حل لا يتضمن الغاء الدين (اقله المحلي البالغ ٦٣٪من مجمل الدين) هو حكي فاضي.
#يسقط_حكم_المصرف",,0,4,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 28 20:05:55 +0000 2019,{},,,1200143805451841538
"يعني هوي بس للعلم .. لما يجي آخىر الشهر والعالم تقبض بالدولار او فئة معينة .. ويكون الدولار على الليرة بمبلغ ويقشط بقدرة قادر يعني هني عم يحرقوا الاقتصاد اللبناني والهدف واضح .. 

#يسقط_حكم_المصرف","يعني هوي بس للعلم .. لما يجي آخىر الشهر والعالم تقبض بالدولار او فئة معينة .. ويكون الدولار على الليرة بمبلغ ويقشط بقدرة قادر يعني هني عم يحرقوا الاقتصاد اللبناني والهدف واضح .. 

#يسقط_حكم_المصرف",,1,9,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 28 19:59:15 +0000 2019,{},,,1200142126601981952
"بس يبطّل إقتصادنا ريْعي ويصير إقتصاد منتج ومقاوم مندفع
بس يبطّل رياض سلامة عميل للأمركان مندفع
ومش بس هيك، مش رح ندفع وبس يرجع سعر صرف الليرة وتتحقق المطالب بدكن ترجعو تجدوْلو كل المكسورات علينا وبلا فوايد وساعتها منفكّر إذا مندفع
#لن_ندفع
#يسقط_رياض_سلامة
#يسقط_حكم_المصرف","بس يبطّل إقتصادنا ريْعي ويصير إقتصاد منتج ومقاوم مندفع
بس يبطّل رياض سلامة عميل للأمركان مندفع
ومش بس هيك، مش رح ندفع وبس يرجع سعر صرف الليرة وتتحقق المطالب بدكن ترجعو تجدوْلو كل المكسورات علينا وبلا فوايد وساعتها منفكّر إذا مندفع
#لن_ندفع
#يسقط_رياض_سلامة
#يسقط_حكم_المصرف",,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thu Nov 28 19:53:14 +0000 2019,{},,,1200140614429544448
"حين غاب الإعلام بكلّ تنوّعاته عن نقل صورة التحرّكات الصّادقة ضدّ سياسات مصرف لبنان .. كانت #الميادين حاضرة لتنقل الواقع كما هو وتصوّب على مطالب النّاس المحقّة.
نعم للمطالب المعيشية المحقّة وحق التظاهر السلمي بعيدا عن الإحتقان وضدّ سياسات مصرف لبنان✌🏻
#يسقط_حكم_المصرف https://t.co/rarWwgxWjQ","حين غاب الإعلام بكلّ تنوّعاته عن نقل صورة التحرّكات الصّادقة ضدّ سياسات مصرف لبنان .. كانت #الميادين حاضرة لتنقل الواقع كما هو وتصوّب على مطالب النّاس المحقّة.
نعم للمطالب المعيشية المحقّة وحق التظاهر السلمي بعيدا عن الإحتقان وضدّ سياسات مصرف لبنان✌🏻
#يسقط_حكم_المصرف https://t.co/rarWwgxWjQ",,19,124,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thu Nov 28 19:17:49 +0000 2019,{'media': [{'url': 'https://t.co/rarWwgxWjQ'}]},,,1200131701789405187
"ان التظاهرات العارمة امام مصرف لبنان من اهم التحركات ومع ذلك الهندسات المالية ليست وحدها سبب الانهيار..الازمة الاقتصادية الكلية هي نتيجة للسياسات الحكومية المتعاقبة التي افلستنا تربويا وصناعيا وزراعيا وتجاريا وقضت على قطاعتنا الانتاجية 
#يسقط_حكم_المصرف
#لبنان_ينتفض","ان التظاهرات العارمة امام مصرف لبنان من اهم التحركات ومع ذلك الهندسات المالية ليست وحدها سبب الانهيار..الازمة الاقتصادية الكلية هي نتيجة للسياسات الحكومية المتعاقبة التي افلستنا تربويا وصناعيا وزراعيا وتجاريا وقضت على قطاعتنا الانتاجية 
#يسقط_حكم_المصرف
#لبنان_ينتفض",,0,0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thu Nov 28 18:45:13 +0000 2019,{},,,1200123496317308932
"بلّشو كم واحد ينزلو عالمصرف تحت الشوب والشتا،بعدا صارو عشرات، اليوم صارو بالميّات، المشهد وطني بامتياز وعم يرجّعلنا الامل، مش بس لانو قادرين نحشد، لأنو يلي عم نشوفو نتاج تراكم الوعي عند شعبنا
منعيد: معركتنا مش طائفية، معركتنا طبقية ضد الرأسمالية
#يسقط_حكم_المصرف
#لبنان__ينتفض https://t.co/tumCTLPnDQ","بلّشو كم واحد ينزلو عالمصرف تحت الشوب والشتا،بعدا صارو عشرات، اليوم صارو بالميّات، المشهد وطني بامتياز وعم يرجّعلنا الامل، مش بس لانو قادرين نحشد، لأنو يلي عم نشوفو نتاج تراكم الوعي عند شعبنا
منعيد: معركتنا مش طائفية، معركتنا طبقية ضد الرأسمالية
#يسقط_حكم_المصرف
#لبنان__ينتفض https://t.co/tumCTLPnDQ",,48,381,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thu Nov 28 17:30:49 +0000 2019,{'media': [{'url': 'https://t.co/tumCTLPnDQ'}]},,,1200104772965224448
"من اول يوم بالتحركات في ناس قدام مصرف لبنان بفروعه كلها عم بنقال #يسقط_حكم_المصرف و #يسقط_رياض_سلامة من اول يوم هيدا التحرك كان في الصح و النضيف!
و من اول يوم في ناس عم تخون و لليوم بعد في ناس عم تقوص عالتحركات و جزء انتبه بعد ٤٠ يوم انو في ناس نضاف و اخيرًا!
#لبنان_ينتفض","من اول يوم بالتحركات في ناس قدام مصرف لبنان بفروعه كلها عم بنقال #يسقط_حكم_المصرف و #يسقط_رياض_سلامة من اول يوم هيدا التحرك كان في الصح و النضيف!
و من اول يوم في ناس عم تخون و لليوم بعد في ناس عم تقوص عالتحركات و جزء انتبه بعد ٤٠ يوم انو في ناس نضاف و اخيرًا!
#لبنان_ينتفض",,15,102,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thu Nov 28 16:50:27 +0000 2019,{},,,1200094615497576449
"تحية شكر لمؤسسة""القرض الحسن"" لتفهمها أوضاع البلد وأزمات الناس المعيشية وقفت معهم فطلبت من أصحاب القروض التي استحقت دفعتهم“قد ما معك ادفع، واذا ما معك على مهلك“ 
هذه المؤسسة التي تثبت يوم بعد يوم انها مع الناس و ليست عليهم.🌹
أمّا المصارف وحيتانها، الله لا يشبعكم
#يسقط_حكم_المصرف","تحية شكر لمؤسسة""القرض الحسن"" لتفهمها أوضاع البلد وأزمات الناس المعيشية وقفت معهم فطلبت من أصحاب القروض التي استحقت دفعتهم“قد ما معك ادفع، واذا ما معك على مهلك“ 
هذه المؤسسة التي تثبت يوم بعد يوم انها مع الناس و ليست عليهم.🌹
أمّا المصارف وحيتانها، الله لا يشبعكم
#يسقط_حكم_المصرف",,15,51,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Thu Nov 28 14:11:25 +0000 2019,{},,,1200054591192289281
"قبل ما تصب غضبك على البنوك في لبنان، اعرف انو مصرياتك انعطوا للدولة، والدولة صرفتن (هدر) ع معاشات، سلسلة، سدود، بواخر..
شو بينفع هلق تصرخ ع البنك، إزا بكرا آي حكومة جديدة قادرة تعمل فيك اكثر؟
يا انت ثورتك وراها نوايا مخفية يا فعلاً مش فاهم الوضع
#يسقط_حكم_المصرف #لبنان_يتنفض https://t.co/YwhAmVQBUp","قبل ما تصب غضبك على البنوك في لبنان، اعرف انو مصرياتك انعطوا للدولة، والدولة صرفتن (هدر) ع معاشات، سلسلة، سدود، بواخر..
شو بينفع هلق تصرخ ع البنك، إزا بكرا آي حكومة جديدة قادرة تعمل فيك اكثر؟
يا انت ثورتك وراها نوايا مخفية يا فعلاً مش فاهم الوضع
#يسقط_حكم_المصرف #لبنان_يتنفض https://t.co/YwhAmVQBUp",,1,4,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thu Nov 28 11:30:04 +0000 2019,{'media': [{'url': 'https://t.co/YwhAmVQBUp'}]},,,1200013986198179841
"📍اليوم ٤:٣٠ رح نتجمع أمام جمعية المصارف (تقاطع الجميزة).
📍رح نمشي صوب الهيئات الإقتصادية (تقاطع سبيرز).
📍وعال ٥:٣٠ رح نكون ع مصرف لبنان (أول الحمرا).
📍ينضم لنا الأستاذ محمد زبيب بندوة نقاش اقتصادية للحاضريين. 
(نقلًا عن مريم غانم)
#وجهان_لعملة_هابطة
#يسقط_حكم_المصرف","📍اليوم ٤:٣٠ رح نتجمع أمام جمعية المصارف (تقاطع الجميزة).
📍رح نمشي صوب الهيئات الإقتصادية (تقاطع سبيرز).
📍وعال ٥:٣٠ رح نكون ع مصرف لبنان (أول الحمرا).
📍ينضم لنا الأستاذ محمد زبيب بندوة نقاش اقتصادية للحاضريين. 
(نقلًا عن مريم غانم)
#وجهان_لعملة_هابطة
#يسقط_حكم_المصرف",,1,2,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 28 09:19:06 +0000 2019,{},,,1199981029576134656
"من أمام مصرف لبنان منذ قليل
... #لبنان_ينتفض https://t.co/5ccisNcRs9","من أمام مصرف لبنان منذ قليل
... #لبنان_ينتفض https://t.co/5ccisNcRs9",22,28,294,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 28 16:12:57 +0000 2019,{'media': [{'url': 'https://t.co/5ccisNcRs9'}]},3,,1200085178628083712
"وأول قولنا اليوم أن تبّاً للغُربة 💔
#الثورة_أمانة","وأول قولنا اليوم أن تبّاً للغُربة 💔
#الثورة_أمانة",15,8,86,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 28 18:40:42 +0000 2019,{},3,,1200122361627983872
وصول مجموعة جديدة إلى #مصرف_لبنان  https://t.co/vvJvotBvZB,وصول مجموعة جديدة إلى #مصرف_لبنان  https://t.co/vvJvotBvZB,1,16,57,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 28 15:44:56 +0000 2019,{},2,,1200078125499064320
https://t.co/AE6YGEI6pW,https://t.co/AE6YGEI6pW,0,0,1,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Thu Nov 28 15:42:19 +0000 2019,{'media': [{'url': 'https://t.co/AE6YGEI6pW'}]},1,,1200077466590732288
"إطلاق أوّل بنك للحيوانات المنوية في العالم لمصابي الإيدز في نيوزيلندا
https://t.co/HBkDSx7HjZ
#منوعات_mtv… https://t.co/ztivgWlcBk","إطلاق أوّل بنك للحيوانات المنوية في العالم لمصابي الإيدز في نيوزيلندا
https://t.co/HBkDSx7HjZ
#منوعات_mtv #mtvlebanon https://t.co/1oJUbu0caJ",2,0,4,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Thu Nov 28 08:00:00 +0000 2019,{},2,,1199961123539152896
"مصدر مالي: #لبنان سدّد سندات دولية قيمتها 1.5 مليار دولار تُستحق اليوم الخميس (رويترز)
#lebanon24","مصدر مالي: #لبنان سدّد سندات دولية قيمتها 1.5 مليار دولار تُستحق اليوم الخميس (رويترز)
#lebanon24",1,3,5,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Thu Nov 28 07:39:21 +0000 2019,{},6,,1199955925290946561
بالبنوك مشمّسة وأنا عم بعمل ski على ال 2250,بالبنوك مشمّسة وأنا عم بعمل ski على ال 2250,5,30,131,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 28 06:39:25 +0000 2019,{},3,,1199940842775027712
واحد زائد واحد؟,واحد زائد واحد؟,21,0,16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Wed Nov 27 20:47:38 +0000 2019,{},5,,1199791917074137088
"ان لم تملك ثلثي يومك، فأنت عبد
- نيتشه","ان لم تملك ثلثي يومك، فأنت عبد
- نيتشه",4,12,58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Wed Nov 27 21:53:48 +0000 2019,{},1,,1199808566779088896
"تويت بحب رياض سلامه 😍😍😍😍
#لبنان_ينتفض","تويت بحب رياض سلامه 😍😍😍😍
#لبنان_ينتفض",9,2,13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Wed Nov 27 09:16:31 +0000 2019,{},2,,1199617989768884224
"هل تعلم انو اذا صرخت شيعة شيعة بأهلى صوتك لمدة ٦ ساعات متواصلة حيضل الدولار بألفين وحيضل البنك عم يشحدك مصرياتك؟ 
#معلومات_لا_تهمك","هل تعلم انو اذا صرخت شيعة شيعة بأهلى صوتك لمدة ٦ ساعات متواصلة حيضل الدولار بألفين وحيضل البنك عم يشحدك مصرياتك؟ 
#معلومات_لا_تهمك",9,50,279,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tue Nov 26 20:43:07 +0000 2019,{},3,,1199428390681493505
"الحريري: لن أكون ""وكيل تفليسة""

https://t.co/H4JiJK9aCJ https://t.co/DK6P2PU1HA",,107,9,160,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Mon Nov 25 15:54:44 +0000 2019,{'media': [{'url': 'https://t.co/DK6P2PU1HA'}]},97,,1198993431151992833
"بالفيديو: متظاهرون يقتحمون #مصرف_لبنان ويبثّون بيانًا من داخلهِ
https://t.co/xP12RkymWp
#لبنان #لبنان_ينتفض… https://t.co/WRJ4aPqDBe",,3,5,25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Thu Nov 21 13:13:59 +0000 2019,{},1,,1197503423563874304
مش بس سرقوا مصرياتكم، حتى المصاري اللي بدكم تعملوها بكرا انسرقت مبارح.,,5,19,113,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Thu Nov 21 08:36:06 +0000 2019,{},3,,1197433491752919040
"Rumor has it that the black market paid monthly salaries in hard currency yesterday, which eased pressure on the demand for usd.
Obviously this is not sustainable and we'll see lbp/usd back to the higher levels sooner than later
@lebfinance @loubnanouna1 @HuseinNourdin @dan_azzi","Rumor has it that the black market paid monthly salaries in hard currency yesterday, which eased pressure on the demand for usd.
Obviously this is not sustainable and we'll see lbp/usd back to the higher levels sooner than later
@lebfinance @loubnanouna1 @HuseinNourdin @dan_azzi",,2,10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Fri Nov 29 07:10:22 +0000 2019,{},,,1200311019073101825
"زعماء السلطة الفاسدة قبرو الفقر
و""الثورة"" المزعومة رح تقبر الفقراء
#بأستثناء","زعماء السلطة الفاسدة قبرو الفقر
و""الثورة"" المزعومة رح تقبر الفقراء
#بأستثناء",,23,184,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fri Nov 29 06:16:21 +0000 2019,{},,,1200297426294325248
